Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
32,19.30,cascade,both,0.9,0.4,1,"1h(0.5%,L2,B3)","1h: swing=0.5%, lookback=2, minLegBars=3",69,33.3,-7.12,-0.10,10.8,0.72,-0.16,92.88
33,19.26,cascade,both,0.9,0.4,1,"1h(0.1%,L2,B4)","1h: swing=0.1%, lookback=2, minLegBars=4",67,32.8,-7.36,-0.11,9.8,0.70,-0.18,92.64
34,19.17,cascade,both,0.9,0.4,1,"1h(0.4%,L3,B5)","1h: swing=0.4%, lookback=3, minLegBars=5",55,32.7,-6.33,-0.12,10.0,0.69,-0.18,93.67
35,19.10,cascade,both,0.9,0.4,1,"1h(0.3%,L1,B3)","1h: swing=0.3%, lookback=1, minLegBars=3",74,32.4,-8.41,-0.11,9.9,0.69,-0.18,91.59
36,19.10,cascade,both,0.9,0.4,1,"1h(0.7%,L4,B4)","1h: swing=0.7%, lookback=4, minLegBars=4",59,32.2,-6.97,-0.12,9.5,0.68,-0.19,93.03
37,19.06,cascade,both,0.9,0.4,1,"1h(0.7%,L5,B4)","1h: swing=0.7%, lookback=5, minLegBars=4",60,31.7,-7.55,-0.13,8.5,0.67,-0.20,92.45
38,19.00,cascade,both,0.9,0.4,1,"1h(0.2%,L1,B5)","1h: swing=0.2%, lookback=1, minLegBars=5",60,31.7,-7.24,-0.12,9.3,0.68,-0.19,92.76
39,18.94,cascade,both,0.9,0.4,1,"1h(0.6%,L1,B5)","1h: swing=0.6%, lookback=1, minLegBars=5",39,30.8,-5.51,-0.14,7.3,0.64,-0.22,94.49
40,18.84,cascade,both,0.9,0.4,1,"1h(0.6%,L1,B2)","1h: swing=0.6%, lookback=1, minLegBars=2",60,31.7,-7.38,-0.12,9.9,0.67,-0.19,92.62
41,18.74,cascade,both,0.9,0.4,1,"1h(0.4%,L4,B2)","1h: swing=0.4%, lookback=4, minLegBars=2",90,32.2,-9.51,-0.11,12.0,0.70,-0.17,90.49
42,18.74,cascade,both,0.9,0.4,1,"1h(0.3%,L2,B3)","1h: swing=0.3%, lookback=2, minLegBars=3",74,32.4,-8.81,-0.12,11.3,0.68,-0.19,91.19
43,18.67,cascade,both,0.9,0.4,1,"1h(0.6%,L1,B1)","1h: swing=0.6%, lookback=1, minLegBars=1",75,32.0,-9.01,-0.12,11.3,0.68,-0.19,90.99
44,18.48,cascade,both,0.9,0.4,1,"1h(0.7%,L2,B4)","1h: swing=0.7%, lookback=2, minLegBars=4",51,31.4,-6.69,-0.13,10.7,0.65,-0.21,93.31
45,18.40,cascade,both,0.9,0.4,1,"1h(0.7%,L1,B1)","1h: swing=0.7%, lookback=1, minLegBars=1",61,31.1,-8.05,-0.13,10.8,0.65,-0.21,91.95
46,18.40,cascade,both,0.9,0.4,1,"1h(0.2%,L1,B4)","1h: swing=0.2%, lookback=1, minLegBars=4",67,31.3,-7.88,-0.12,11.6,0.67,-0.20,92.12
47,18.40,cascade,both,0.9,0.4,1,"1h(0.1%,L1,B5)","1h: swing=0.1%, lookback=1, minLegBars=5",59,30.5,-7.98,-0.14,10.1,0.65,-0.22,92.02
48,18.38,cascade,both,0.9,0.4,1,"1h(0.6%,L2,B4)","1h: swing=0.6%, lookback=2, minLegBars=4",54,31.5,-7.16,-0.13,11.2,0.65,-0.21,92.84
49,18.34,cascade,both,0.9,0.4,1,"1h(0.6%,L3,B4)","1h: swing=0.6%, lookback=3, minLegBars=4",60,31.7,-7.77,-0.13,11.8,0.66,-0.21,92.23
50,18.33,cascade,both,0.9,0.4,1,"1h(0.5%,L4,B3)","1h: swing=0.5%, lookback=4, minLegBars=3",70,31.4,-9.26,-0.13,11.3,0.65,-0.22,90.74
51,18.30,cascade,both,0.9,0.4,1,"1h(0.7%,L3,B4)","1h: swing=0.7%, lookback=3, minLegBars=4",55,30.9,-7.11,-0.13,11.2,0.65,-0.21,92.89
52,18.27,cascade,both,0.9,0.4,1,"1h(0.3%,L3,B2)","1h: swing=0.3%, lookback=3, minLegBars=2",92,31.5,-10.41,-0.11,13.1,0.69,-0.18,89.59
53,18.27,cascade,both,0.9,0.4,1,"1h(0.4%,L3,B2)","1h: swing=0.4%, lookback=3, minLegBars=2",92,31.5,-10.42,-0.11,13.1,0.69,-0.18,89.58
54,18.26,cascade,both,0.9,0.4,1,"1h(0.5%,L4,B2)","1h: swing=0.5%, lookback=4, minLegBars=2",89,31.5,-10.34,-0.12,12.8,0.68,-0.19,89.66
55,18.24,cascade,both,0.9,0.4,1,"1h(0.7%,L2,B3)","1h: swing=0.7%, lookback=2, minLegBars=3",57,31.6,-7.46,-0.13,12.2,0.65,-0.21,92.54
56,18.23,cascade,both,0.9,0.4,1,"1h(0.3%,L2,B4)","1h: swing=0.3%, lookback=2, minLegBars=4",65,30.8,-8.60,-0.13,11.1,0.64,-0.22,91.40
57,18.21,cascade,both,0.9,0.4,1,"1h(0.7%,L2,B2)","1h: swing=0.7%, lookback=2, minLegBars=2",70,31.4,-8.21,-0.12,12.9,0.68,-0.19,91.79
58,18.19,cascade,both,0.9,0.4,1,"1h(0.4%,L2,B3)","1h: swing=0.4%, lookback=2, minLegBars=3",72,31.9,-9.04,-0.13,13.1,0.66,-0.20,90.96
59,18.12,cascade,both,0.9,0.4,1,"1h(0.6%,L2,B3)","1h: swing=0.6%, lookback=2, minLegBars=3",61,31.1,-8.34,-0.14,11.8,0.64,-0.22,91.66
60,18.10,cascade,both,0.9,0.4,1,"1h(0.7%,L5,B3)","1h: swing=0.7%, lookback=5, minLegBars=3",68,30.9,-9.47,-0.14,11.4,0.63,-0.23,90.53
61,18.08,cascade,both,0.9,0.4,1,"1h(0.5%,L5,B3)","1h: swing=0.5%, lookback=5, minLegBars=3",68,30.9,-9.48,-0.14,11.4,0.63,-0.23,90.52
62,18.08,cascade,both,0.9,0.4,1,"1h(0.4%,L4,B3)","1h: swing=0.4%, lookback=4, minLegBars=3",71,31.0,-9.87,-0.14,11.6,0.63,-0.23,90.13
63,18.08,cascade,both,0.9,0.4,1,"1h(0.5%,L3,B2)","1h: swing=0.5%, lookback=3, minLegBars=2",90,31.1,-10.73,-0.12,13.1,0.67,-0.19,89.27
64,18.05,cascade,both,0.9,0.4,1,"1h(0.3%,L4,B2)","1h: swing=0.3%, lookback=4, minLegBars=2",87,31.0,-10.55,-0.12,13.0,0.67,-0.20,89.45
65,17.93,cascade,both,0.9,0.4,1,"1h(0.3%,L1,B2)","1h: swing=0.3%, lookback=1, minLegBars=2",90,31.1,-11.53,-0.13,12.9,0.64,-0.22,88.47
66,17.92,cascade,both,0.9,0.4,1,"1h(0.4%,L3,B3)","1h: swing=0.4%, lookback=3, minLegBars=3",74,31.1,-10.02,-0.14,12.7,0.64,-0.22,89.98
67,17.87,cascade,both,0.9,0.4,1,"1h(0.1%,L1,B4)","1h: swing=0.1%, lookback=1, minLegBars=4",69,29.0,-10.13,-0.15,10.1,0.61,-0.24,89.87
68,17.78,cascade,both,0.9,0.4,1,"1h(0.4%,L1,B2)","1h: swing=0.4%, lookback=1, minLegBars=2",79,30.4,-11.01,-0.14,12.3,0.63,-0.23,88.99
69,17.73,cascade,both,0.9,0.4,1,"1h(0.7%,L2,B5)","1h: swing=0.7%, lookback=2, minLegBars=5",46,28.3,-7.45,-0.16,9.2,0.59,-0.26,92.55
70,17.72,cascade,both,0.9,0.4,1,"1h(0.2%,L3,B2)","1h: swing=0.2%, lookback=3, minLegBars=2",92,30.4,-11.74,-0.13,13.7,0.66,-0.21,88.26
71,17.62,cascade,both,0.9,0.4,1,"1h(0.5%,L1,B2)","1h: swing=0.5%, lookback=1, minLegBars=2",67,29.9,-9.79,-0.15,12.2,0.61,-0.24,90.21
72,17.53,cascade,both,0.9,0.4,1,"1h(0.6%,L5,B3)","1h: swing=0.6%, lookback=5, minLegBars=3",67,29.9,-10.25,-0.15,12.2,0.60,-0.25,89.75
73,17.52,cascade,both,0.9,0.4,1,"1h(0.5%,L5,B5)","1h: swing=0.5%, lookback=5, minLegBars=5",50,28.0,-8.30,-0.17,9.2,0.56,-0.28,91.70
74,17.51,cascade,both,0.9,0.4,1,"1h(0.5%,L1,B1)","1h: swing=0.5%, lookback=1, minLegBars=1",85,30.6,-11.80,-0.14,14.0,0.63,-0.23,88.20
75,17.48,cascade,both,0.9,0.4,1,"1h(0.2%,L1,B2)","1h: swing=0.2%, lookback=1, minLegBars=2",99,31.3,-12.40,-0.13,15.4,0.65,-0.21,87.60
76,17.44,cascade,both,0.9,0.4,1,"1h(0.5%,L2,B2)","1h: swing=0.5%, lookback=2, minLegBars=2",85,30.6,-11.08,-0.13,14.9,0.65,-0.21,88.92
77,17.38,cascade,both,0.9,0.4,1,"1h(0.1%,L4,B2)","1h: swing=0.1%, lookback=4, minLegBars=2",87,29.9,-11.68,-0.13,14.1,0.63,-0.22,88.32
78,17.38,cascade,both,0.9,0.4,1,"1h(0.2%,L4,B2)","1h: swing=0.2%, lookback=4, minLegBars=2",87,29.9,-11.68,-0.13,14.1,0.63,-0.22,88.32
79,17.33,cascade,both,0.9,0.4,1,"1h(0.7%,L3,B3)","1h: swing=0.7%, lookback=3, minLegBars=3",64,29.7,-9.70,-0.15,13.1,0.60,-0.25,90.30
80,17.27,cascade,both,0.9,0.4,1,"1h(0.1%,L5,B3)","1h: swing=0.1%, lookback=5, minLegBars=3",68,29.4,-10.73,-0.16,12.6,0.59,-0.26,89.27
81,17.27,cascade,both,0.9,0.4,1,"1h(0.2%,L5,B3)","1h: swing=0.2%, lookback=5, minLegBars=3",68,29.4,-10.73,-0.16,12.6,0.59,-0.26,89.27
82,17.27,cascade,both,0.9,0.4,1,"1h(0.3%,L5,B3)","1h: swing=0.3%, lookback=5, minLegBars=3",68,29.4,-10.73,-0.16,12.6,0.59,-0.26,89.27
83,17.27,cascade,both,0.9,0.4,1,"1h(0.4%,L5,B3)","1h: swing=0.4%, lookback=5, minLegBars=3",68,29.4,-10.73,-0.16,12.6,0.59,-0.26,89.27
84,17.02,cascade,both,0.9,0.4,1,"1h(0.1%,L3,B2)","1h: swing=0.1%, lookback=3, minLegBars=2",92,29.3,-13.06,-0.14,15.0,0.62,-0.23,86.94
85,16.99,cascade,both,0.9,0.4,1,"1h(0.2%,L1,B3)","1h: swing=0.2%, lookback=1, minLegBars=3",80,28.7,-12.09,-0.15,13.5,0.59,-0.26,87.91
86,16.92,cascade,both,0.9,0.4,1,"1h(0.3%,L1,B1)","1h: swing=0.3%, lookback=1, minLegBars=1",117,30.8,-15.50,-0.13,17.1,0.63,-0.23,84.50
87,16.88,cascade,both,0.9,0.4,1,"1h(0.3%,L3,B3)","1h: swing=0.3%, lookback=3, minLegBars=3",76,28.9,-12.14,-0.16,14.0,0.58,-0.27,87.86
88,16.87,cascade,both,0.9,0.4,1,"1h(0.5%,L1,B5)","1h: swing=0.5%, lookback=1, minLegBars=5",45,26.7,-8.48,-0.19,10.0,0.53,-0.31,91.52
89,16.85,cascade,both,0.9,0.4,1,"1h(0.6%,L3,B3)","1h: swing=0.6%, lookback=3, minLegBars=3",66,28.8,-10.88,-0.16,13.6,0.57,-0.28,89.12
90,16.76,cascade,both,0.9,0.4,1,"1h(0.2%,L2,B3)","1h: swing=0.2%, lookback=2, minLegBars=3",79,29.1,-12.40,-0.16,14.6,0.58,-0.27,87.60
91,16.52,cascade,both,0.9,0.4,1,"1h(0.4%,L1,B1)","1h: swing=0.4%, lookback=1, minLegBars=1",99,29.3,-15.22,-0.15,16.3,0.59,-0.26,84.78
92,16.38,cascade,both,0.9,0.4,1,"1h(0.7%,L1,B5)","1h: swing=0.7%, lookback=1, minLegBars=5",32,25.0,-7.02,-0.22,8.8,0.47,-0.37,92.98
93,16.31,cascade,both,0.9,0.4,1,"1h(0.5%,L4,B5)","1h: swing=0.5%, lookback=4, minLegBars=5",54,25.9,-10.40,-0.19,11.3,0.51,-0.34,89.60
94,16.30,cascade,both,0.9,0.4,1,"1h(0.6%,L5,B2)","1h: swing=0.6%, lookback=5, minLegBars=2",83,27.7,-13.69,-0.16,15.1,0.57,-0.28,86.31
95,16.26,cascade,both,0.9,0.4,1,"1h(0.3%,L4,B3)","1h: swing=0.3%, lookback=4, minLegBars=3",72,27.8,-12.85,-0.18,14.5,0.54,-0.30,87.15
96,16.24,cascade,both,0.9,0.4,1,"1h(0.6%,L2,B2)","1h: swing=0.6%, lookback=2, minLegBars=2",75,28.0,-12.44,-0.17,15.5,0.56,-0.28,87.56
97,16.20,cascade,both,0.9,0.4,1,"1h(0.1%,L3,B5)","1h: swing=0.1%, lookback=3, minLegBars=5",58,27.6,-10.59,-0.18,14.9,0.55,-0.30,89.41
98,16.20,cascade,both,0.9,0.4,1,"1h(0.2%,L3,B5)","1h: swing=0.2%, lookback=3, minLegBars=5",58,27.6,-10.59,-0.18,14.9,0.55,-0.30,89.41
99,16.19,cascade,both,0.9,0.4,1,"1h(0.6%,L4,B3)","1h: swing=0.6%, lookback=4, minLegBars=3",69,27.5,-12.68,-0.18,14.3,0.53,-0.31,87.32
100,16.18,cascade,both,0.9,0.4,1,"1h(0.1%,L5,B5)","1h: swing=0.1%, lookback=5, minLegBars=5",51,25.5,-10.21,-0.20,11.1,0.50,-0.35,89.79
101,16.18,cascade,both,0.9,0.4,1,"1h(0.2%,L5,B5)","1h: swing=0.2%, lookback=5, minLegBars=5",51,25.5,-10.21,-0.20,11.1,0.50,-0.35,89.79
102,16.18,cascade,both,0.9,0.4,1,"1h(0.3%,L5,B5)","1h: swing=0.3%, lookback=5, minLegBars=5",51,25.5,-10.21,-0.20,11.1,0.50,-0.35,89.79
103,16.18,cascade,both,0.9,0.4,1,"1h(0.4%,L5,B5)","1h: swing=0.4%, lookback=5, minLegBars=5",51,25.5,-10.21,-0.20,11.1,0.50,-0.35,89.79
104,16.17,cascade,both,0.9,0.4,1,"1h(0.1%,L2,B2)","1h: swing=0.1%, lookback=2, minLegBars=2",99,28.3,-15.53,-0.16,16.6,0.57,-0.27,84.47
105,16.08,cascade,both,0.9,0.4,1,"1h(0.7%,L5,B2)","1h: swing=0.7%, lookback=5, minLegBars=2",84,27.4,-14.17,-0.17,15.5,0.56,-0.29,85.83
106,16.03,cascade,both,0.9,0.4,1,"1h(0.4%,L2,B5)","1h: swing=0.4%, lookback=2, minLegBars=5",54,25.9,-10.98,-0.20,12.2,0.49,-0.35,89.02
107,16.02,cascade,both,0.9,0.4,1,"1h(0.3%,L3,B5)","1h: swing=0.3%, lookback=3, minLegBars=5",59,27.1,-11.27,-0.19,14.9,0.54,-0.31,88.73
108,15.97,cascade,both,0.9,0.4,1,"1h(0.7%,L4,B2)","1h: swing=0.7%, lookback=4, minLegBars=2",87,27.6,-14.20,-0.16,16.6,0.57,-0.28,85.80
109,15.92,cascade,both,0.9,0.4,1,"1h(0.6%,L2,B5)","1h: swing=0.6%, lookback=2, minLegBars=5",48,25.0,-10.03,-0.21,11.7,0.49,-0.35,89.97
110,15.90,cascade,both,0.9,0.4,1,"1h(0.6%,L4,B2)","1h: swing=0.6%, lookback=4, minLegBars=2",87,27.6,-14.39,-0.17,16.7,0.56,-0.29,85.61
111,15.88,cascade,both,0.9,0.4,1,"1h(0.7%,L4,B3)","1h: swing=0.7%, lookback=4, minLegBars=3",68,26.5,-13.06,-0.19,14.2,0.51,-0.33,86.94
112,15.86,cascade,both,0.9,0.4,1,"1h(0.1%,L1,B2)","1h: swing=0.1%, lookback=1, minLegBars=2",110,29.1,-16.54,-0.15,19.4,0.59,-0.26,83.46
113,15.82,cascade,both,0.9,0.4,1,"1h(0.4%,L5,B2)","1h: swing=0.4%, lookback=5, minLegBars=2",85,27.1,-14.77,-0.17,16.1,0.55,-0.30,85.23
114,15.82,cascade,both,0.9,0.4,1,"1h(0.2%,L2,B4)","1h: swing=0.2%, lookback=2, minLegBars=4",67,26.9,-12.63,-0.19,15.0,0.52,-0.33,87.37
115,15.82,cascade,both,0.9,0.4,1,"1h(0.5%,L5,B2)","1h: swing=0.5%, lookback=5, minLegBars=2",85,27.1,-14.78,-0.17,16.1,0.55,-0.30,85.22
116,15.81,cascade,both,0.9,0.4,1,"1h(0.4%,L2,B2)","1h: swing=0.4%, lookback=2, minLegBars=2",93,28.0,-15.36,-0.17,17.6,0.56,-0.29,84.64
117,15.81,cascade,both,0.9,0.4,1,"1h(0.1%,L1,B3)","1h: swing=0.1%, lookback=1, minLegBars=3",83,26.5,-14.90,-0.18,15.1,0.53,-0.31,85.10
118,15.76,cascade,both,0.9,0.4,1,"1h(0.2%,L2,B2)","1h: swing=0.2%, lookback=2, minLegBars=2",98,27.6,-16.17,-0.17,17.2,0.55,-0.29,83.83
119,15.76,cascade,both,0.9,0.4,1,"1h(0.1%,L3,B3)","1h: swing=0.1%, lookback=3, minLegBars=3",77,27.3,-14.28,-0.19,16.1,0.53,-0.32,85.72
120,15.76,cascade,both,0.9,0.4,1,"1h(0.2%,L3,B3)","1h: swing=0.2%, lookback=3, minLegBars=3",77,27.3,-14.28,-0.19,16.1,0.53,-0.32,85.72
121,15.76,cascade,both,0.9,0.4,1,"1h(0.1%,L4,B3)","1h: swing=0.1%, lookback=4, minLegBars=3",71,26.8,-13.53,-0.19,15.2,0.52,-0.33,86.47
122,15.76,cascade,both,0.9,0.4,1,"1h(0.2%,L4,B3)","1h: swing=0.2%, lookback=4, minLegBars=3",71,26.8,-13.53,-0.19,15.2,0.52,-0.33,86.47
123,15.68,cascade,both,0.9,0.4,1,"1h(0.1%,L4,B5)","1h: swing=0.1%, lookback=4, minLegBars=5",56,25.0,-11.85,-0.21,12.7,0.48,-0.36,88.15
124,15.68,cascade,both,0.9,0.4,1,"1h(0.2%,L4,B5)","1h: swing=0.2%, lookback=4, minLegBars=5",56,25.0,-11.85,-0.21,12.7,0.48,-0.36,88.15
125,15.67,cascade,both,0.9,0.4,1,"1h(0.6%,L5,B1)","1h: swing=0.6%, lookback=5, minLegBars=1",113,28.3,-17.49,-0.15,19.1,0.58,-0.27,82.51
126,15.67,cascade,both,0.9,0.4,1,"1h(0.7%,L5,B1)","1h: swing=0.7%, lookback=5, minLegBars=1",113,28.3,-17.49,-0.15,19.1,0.58,-0.27,82.51
127,15.63,cascade,both,0.9,0.4,1,"1h(0.1%,L5,B2)","1h: swing=0.1%, lookback=5, minLegBars=2",86,26.7,-15.18,-0.18,16.5,0.54,-0.31,84.82
128,15.63,cascade,both,0.9,0.4,1,"1h(0.2%,L5,B2)","1h: swing=0.2%, lookback=5, minLegBars=2",86,26.7,-15.18,-0.18,16.5,0.54,-0.31,84.82
129,15.63,cascade,both,0.9,0.4,1,"1h(0.3%,L5,B2)","1h: swing=0.3%, lookback=5, minLegBars=2",86,26.7,-15.18,-0.18,16.5,0.54,-0.31,84.82
130,15.44,cascade,both,0.9,0.4,1,"1h(0.3%,L4,B5)","1h: swing=0.3%, lookback=4, minLegBars=5",57,24.6,-12.28,-0.22,13.2,0.47,-0.37,87.72
131,15.43,cascade,both,0.9,0.4,1,"1h(0.4%,L4,B1)","1h: swing=0.4%, lookback=4, minLegBars=1",117,28.2,-18.35,-0.16,20.0,0.57,-0.28,81.65
132,15.38,cascade,both,0.9,0.4,1,"1h(0.7%,L3,B2)","1h: swing=0.7%, lookback=3, minLegBars=2",79,26.6,-14.08,-0.18,17.4,0.53,-0.31,85.92
133,15.29,cascade,both,0.9,0.4,1,"1h(0.1%,L5,B1)","1h: swing=0.1%, lookback=5, minLegBars=1",115,27.8,-18.44,-0.16,20.1,0.56,-0.29,81.56
134,15.29,cascade,both,0.9,0.4,1,"1h(0.2%,L5,B1)","1h: swing=0.2%, lookback=5, minLegBars=1",115,27.8,-18.44,-0.16,20.1,0.56,-0.29,81.56
135,15.29,cascade,both,0.9,0.4,1,"1h(0.3%,L5,B1)","1h: swing=0.3%, lookback=5, minLegBars=1",115,27.8,-18.44,-0.16,20.1,0.56,-0.29,81.56
136,15.29,cascade,both,0.9,0.4,1,"1h(0.4%,L5,B1)","1h: swing=0.4%, lookback=5, minLegBars=1",115,27.8,-18.44,-0.16,20.1,0.56,-0.29,81.56
137,15.29,cascade,both,0.9,0.4,1,"1h(0.5%,L5,B1)","1h: swing=0.5%, lookback=5, minLegBars=1",115,27.8,-18.44,-0.16,20.1,0.56,-0.29,81.56
138,15.27,cascade,both,0.9,0.4,1,"1h(0.6%,L2,B1)","1h: swing=0.6%, lookback=2, minLegBars=1",101,27.7,-17.06,-0.17,19.7,0.55,-0.29,82.94
139,15.22,cascade,both,0.9,0.4,1,"1h(0.4%,L1,B5)","1h: swing=0.4%, lookback=1, minLegBars=5",53,24.5,-12.11,-0.23,13.2,0.44,-0.41,87.89
140,15.20,cascade,both,0.9,0.4,1,"1h(0.3%,L2,B2)","1h: swing=0.3%, lookback=2, minLegBars=2",94,26.6,-16.92,-0.18,18.0,0.52,-0.32,83.08
141,15.14,cascade,both,0.9,0.4,1,"1h(0.4%,L4,B5)","1h: swing=0.4%, lookback=4, minLegBars=5",55,23.6,-12.10,-0.22,13.0,0.45,-0.40,87.90
142,15.11,cascade,both,0.9,0.4,1,"1h(0.1%,L2,B3)","1h: swing=0.1%, lookback=2, minLegBars=3",80,26.3,-15.44,-0.19,17.4,0.50,-0.35,84.56
143,15.09,cascade,both,0.9,0.4,1,"1h(0.6%,L3,B5)","1h: swing=0.6%, lookback=3, minLegBars=5",51,23.5,-11.34,-0.22,13.5,0.46,-0.38,88.66
